Transacao_ID;Cliente_Nome;Cliente_Email;Debito_Credito;Tipo_Transacao;Status;Tipo_Pagamento;Valor_Bruto;Valor_Desconto;Valor_Taxa;Valor_Liquido;Transportadora;Num_Envio;Data_Transacao;Data_Compensacao;Ref_Transacao;Parcelas;Codigo_Usuario;Codigo_Venda;Serial_Leitor;Recebimentos;Recebidos;Valor_Recebido;Valor_Tarifa_Intermediacao;Valor_Taxa_Intermediacao;Valor_Taxa_Parcelamento;Valor_Tarifa_Boleto;Bandeira_Cartao_Credito 
4807C010-9CB3-4D7A-949C-EB8918F811DA;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;37,3200;0,0000;0,3700;36,9500;;;24/01/2018 15:24:12;25/01/2018 00:00:00;;1;027955;634873;68440980;1;1;36,9500;0,0000;0,3700;0,0000;0,0000;;
3CBFAE10-6254-4A4C-9D61-DEE4E7D94DE0;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;42,2300;0,0000;0,4200;41,8100;;;24/01/2018 15:23:29;25/01/2018 00:00:00;;1;027955;300849;68123325;1;1;41,8100;0,0000;0,4200;0,0000;0,0000;;
62E4BE7C-8468-4955-A348-9F49DA6C98DB;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;26,2200;0,0000;0,2600;25,9600;;;24/01/2018 15:20:29;25/01/2018 00:00:00;;1;027955;31723;68123325;1;1;25,9600;0,0000;0,2600;0,0000;0,0000;;
DDE77DE4-1338-44D1-B77A-0F8F3FE0C40C;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;5,5000;0,0000;0,0600;5,4400;;;24/01/2018 15:17:50;25/01/2018 00:00:00;;1;027955;793040;68440980;1;1;5,4400;0,0000;0,0600;0,0000;0,0000;;
759A2890-5037-4711-9210-5E51A8FA9738;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;70,4700;0,0000;1,2000;69,2700;;;24/01/2018 15:17:07;24/02/2018 00:00:00;;1;027955;135761;68440980;1;0;0,0000;0,0000;1,2000;0,0000;0,0000;Visa;
1146E4A5-7D1A-409C-981F-7C32E91F6E8A;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;26,8800;0,0000;0,2700;26,6100;;;24/01/2018 15:15:44;25/01/2018 00:00:00;;1;027955;298586;68440980;1;1;26,6100;0,0000;0,2700;0,0000;0,0000;;
E87AD7DC-43E7-40E2-84B0-D261B919D7D5;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;62,3700;0,0000;1,0600;61,3100;;;24/01/2018 15:14:27;24/02/2018 00:00:00;;1;027955;791916;68123325;1;0;0,0000;0,0000;1,0600;0,0000;0,0000;Visa;
877662DD-72A3-4EF1-BCFF-3474167C0E3D;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;45,7400;0,0000;0,4600;45,2800;;;24/01/2018 15:12:16;25/01/2018 00:00:00;;1;027955;466280;68440980;1;1;45,2800;0,0000;0,4600;0,0000;0,0000;;
09A56711-2659-44E5-AA2D-02C46A9531EC;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;51,8800;0,0000;0,8800;51,0000;;;24/01/2018 15:10:53;24/02/2018 00:00:00;;1;027955;961383;68123325;1;0;0,0000;0,0000;0,8800;0,0000;0,0000;Visa;
E6D82DC2-490A-444A-97CC-30363F9A71CB;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;99,6600;0,0000;1,6900;97,9700;;;24/01/2018 15:07:42;24/02/2018 00:00:00;;1;027955;789657;68440980;1;0;0,0000;0,0000;1,6900;0,0000;0,0000;MasterCard;
A58B88DE-5F03-4116-8B5F-56580EAB8111;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;59,5700;0,0000;0,6000;58,9700;;;24/01/2018 15:06:31;25/01/2018 00:00:00;;1;027955;959913;68123325;1;1;58,9700;0,0000;0,6000;0,0000;0,0000;;
89F18E20-2D29-4A55-976D-14E570CA4A34;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;124,9900;0,0000;2,1200;122,8700;;;24/01/2018 15:06:19;24/02/2018 00:00:00;;1;027955;789200;68440980;1;0;0,0000;0,0000;2,1200;0,0000;0,0000;Visa;
D39C155A-53D8-4443-8186-F5AFF5EC3DBD;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;44,7400;0,0000;0,4500;44,2900;;;24/01/2018 15:05:17;25/01/2018 00:00:00;;1;027955;529765;68440980;1;1;44,2900;0,0000;0,4500;0,0000;0,0000;;
5B072041-F41C-4E67-B8EE-C1CC5A4980B9;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;56,3900;0,0000;0,9600;55,4300;;;24/01/2018 15:04:27;24/02/2018 00:00:00;;1;027955;788595;68440980;1;0;0,0000;0,0000;0,9600;0,0000;0,0000;MasterCard;
08A3327F-DA82-4FA4-9C40-0AAF7C213294;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;33,5800;0,0000;0,3400;33,2400;;;24/01/2018 15:02:58;25/01/2018 00:00:00;;1;027955;131918;68123325;1;1;33,2400;0,0000;0,3400;0,0000;0,0000;;
CF58A943-8197-4D6E-B8DC-2DD9A67A92B6;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;30,3300;0,0000;0,3000;30,0300;;;24/01/2018 15:02:08;25/01/2018 00:00:00;;1;027955;958443;68123325;1;1;30,0300;0,0000;0,3000;0,0000;0,0000;;
0E029604-5889-4AF8-9A4F-90F6262E9FAE;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;32,0900;0,0000;0,3200;31,7700;;;24/01/2018 15:01:26;25/01/2018 00:00:00;;1;027955;462708;68123325;1;1;31,7700;0,0000;0,3200;0,0000;0,0000;;
BEF5FF8F-3349-4800-8688-3AD0F214CA5A;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;132,9800;0,0000;2,2600;130,7200;;;24/01/2018 14:59:16;24/02/2018 00:00:00;;1;027955;957431;68440980;1;0;0,0000;0,0000;2,2600;0,0000;0,0000;Visa;
8786FF37-3E33-4E11-A652-391D3C8F9B23;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;57,2200;0,0000;0,5700;56,6500;;;24/01/2018 14:54:11;25/01/2018 00:00:00;;1;027955;129403;68123325;1;1;56,6500;0,0000;0,5700;0,0000;0,0000;;
5AF7315B-08BB-4570-AD1A-1806B37CAC13;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;32,7000;0,0000;0,5600;32,1400;;;24/01/2018 14:53:21;24/02/2018 00:00:00;;1;027955;460096;68123325;1;0;0,0000;0,0000;0,5600;0,0000;0,0000;Visa;
96AFA060-09E2-42BE-99A0-7F4464353EC5;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;34,3000;0,0000;0,3400;33,9600;;;24/01/2018 14:47:20;25/01/2018 00:00:00;;1;027955;289845;68440980;1;1;33,9600;0,0000;0,3400;0,0000;0,0000;;
ED175E74-731E-4533-A6A1-835CD74E251E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;35,6400;0,0000;0,3600;35,2800;;;24/01/2018 14:45:22;25/01/2018 00:00:00;;1;027955;457254;68123325;1;1;35,2800;0,0000;0,3600;0,0000;0,0000;;
D4463460-0F07-439D-8049-CED0F512B034;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;91,6300;0,0000;1,5600;90,0700;;;24/01/2018 14:44:44;24/02/2018 00:00:00;;1;027955;623363;68440980;1;0;0,0000;0,0000;1,5600;0,0000;0,0000;Visa;
98C3EB33-0365-45CC-9306-E6A597B47635;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;29,3300;0,0000;0,5000;28,8300;;;24/01/2018 14:44:35;24/02/2018 00:00:00;;1;027955;951979;68123325;1;0;0,0000;0,0000;0,5000;0,0000;0,0000;Visa;
FB6FE33C-6EA8-4304-B85C-210CE629D01F;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;45,2800;0,0000;0,7700;44,5100;;;24/01/2018 14:42:43;24/02/2018 00:00:00;;1;027955;126558;68123325;1;0;0,0000;0,0000;0,7700;0,0000;0,0000;MasterCard;
E1716163-FB55-4B36-ABD2-39BC6D80F364;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;90,5000;0,0000;1,5400;88,9600;;;24/01/2018 14:41:24;24/02/2018 00:00:00;;1;027955;781397;68123325;1;0;0,0000;0,0000;1,5400;0,0000;0,0000;MasterCard;
3198186C-9B64-4634-B45B-AF555519D66A;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;235,2400;0,0000;4,0000;231,2400;;;24/01/2018 14:41:17;24/02/2018 00:00:00;;1;027955;126182;68440980;1;0;0,0000;0,0000;4,0000;0,0000;0,0000;Visa;
22288D08-4F69-4839-8546-BB90B5FF2566;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;47,9900;0,0000;0,8200;47,1700;;;24/01/2018 14:40:14;24/02/2018 00:00:00;;1;027955;781017;68123325;1;0;0,0000;0,0000;0,8200;0,0000;0,0000;MasterCard;
8227D893-DB8A-4520-AB5C-0A48C2E700A3;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;25,5700;0,0000;0,2600;25,3100;;;24/01/2018 14:38:54;25/01/2018 00:00:00;;1;027955;780551;68440980;1;1;25,3100;0,0000;0,2600;0,0000;0,0000;;
F3DD22C1-6FC2-4BFB-A1D7-5EF18D61724E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;18,1700;0,0000;0,3100;17,8600;;;24/01/2018 14:36:00;24/02/2018 00:00:00;;1;027955;779659;68123325;1;0;0,0000;0,0000;0,3100;0,0000;0,0000;Hipercard;
5A6ACA65-92A3-498B-8EB9-60C404CFE310;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;36,6500;0,0000;0,6200;36,0300;;;24/01/2018 14:34:44;24/02/2018 00:00:00;;1;027955;124380;68123325;1;0;0,0000;0,0000;0,6200;0,0000;0,0000;MasterCard;
7D63D04A-46C1-486A-900B-5621610D0408;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;92,3500;0,0000;1,5700;90,7800;;;24/01/2018 14:34:02;24/02/2018 00:00:00;;1;027955;948217;68123325;1;0;0,0000;0,0000;1,5700;0,0000;0,0000;Visa;
2037E5BB-EC7F-4707-A5E4-950B7578282E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;22,1600;0,0000;0,2200;21,9400;;;24/01/2018 14:29:39;25/01/2018 00:00:00;;1;027955;451875;68440980;1;1;21,9400;0,0000;0,2200;0,0000;0,0000;;
D1A47922-CD08-4E25-A6B9-E4979A6326F7;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;37,0200;0,0000;0,3700;36,6500;;;24/01/2018 14:29:26;25/01/2018 00:00:00;;1;027955;451821;68123325;1;1;36,6500;0,0000;0,3700;0,0000;0,0000;;
F5186E53-28B1-445D-ABA5-714B8CC70FE1;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;62,3900;0,0000;1,0600;61,3300;;;24/01/2018 14:28:00;24/02/2018 00:00:00;;1;027955;618742;68123325;1;0;0,0000;0,0000;1,0600;0,0000;0,0000;MasterCard;
79D0FEFC-8371-4FFE-881F-9C79E9C3EBD6;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;231,9200;0,0000;3,9400;227,9800;;;24/01/2018 14:23:23;24/02/2018 00:00:00;;1;027955;121042;68440980;1;0;0,0000;0,0000;3,9400;0,0000;0,0000;MasterCard;
95F221C8-BA73-4F01-B7D3-384AB556E225;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;50,1900;0,0000;0,5000;49,6900;;;24/01/2018 14:22:18;25/01/2018 00:00:00;;1;027955;281735;68123325;1;1;49,6900;0,0000;0,5000;0,0000;0,0000;;
68F29EE5-FAC8-4852-B62A-092C905DC0FA;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;95,6600;0,0000;1,6300;94,0300;;;24/01/2018 14:21:43;24/02/2018 00:00:00;;1;027955;281535;68440980;1;0;0,0000;0,0000;1,6300;0,0000;0,0000;MasterCard;
E664217D-FFBE-4536-BA4A-17D7A03FBD20;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;48,5500;0,0000;0,4900;48,0600;;;24/01/2018 14:21:38;25/01/2018 00:00:00;;1;027955;120544;68123325;1;1;48,0600;0,0000;0,4900;0,0000;0,0000;;
681EB6C0-7FD0-4890-B9CC-1276A5C4CA88;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;81,2100;0,0000;1,3800;79,8300;;;24/01/2018 14:20:30;24/02/2018 00:00:00;;1;027955;120194;68123325;1;0;0,0000;0,0000;1,3800;0,0000;0,0000;Visa;
62C91287-AE64-4B60-87DC-70785ADC6463;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;30,9600;0,0000;0,3100;30,6500;;;24/01/2018 14:19:48;25/01/2018 00:00:00;;1;027955;774536;68440980;1;1;30,6500;0,0000;0,3100;0,0000;0,0000;;
A5EDD8BB-1669-4A03-AB34-BC2432EAB4BE;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;41,9700;0,0000;0,7100;41,2600;;;24/01/2018 14:19:19;24/02/2018 00:00:00;;1;027955;119832;68123325;1;0;0,0000;0,0000;0,7100;0,0000;0,0000;Visa;
EB4DC6D6-6DCE-4825-A58F-CAB53511DE8E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;120,9500;0,0000;2,0600;118,8900;;;24/01/2018 14:18:12;24/02/2018 00:00:00;;1;027955;943317;68440980;1;0;0,0000;0,0000;2,0600;0,0000;0,0000;Visa;
9246C555-0097-41C9-8CE5-FC3573D38D1F;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;87,2800;0,0000;1,4800;85,8000;;;24/01/2018 14:16:17;24/02/2018 00:00:00;;1;027955;773388;68123325;1;0;0,0000;0,0000;1,4800;0,0000;0,0000;Visa;
DDED75B6-BF17-4050-BF31-0525D40F1F4E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;125,9200;0,0000;2,1400;123,7800;;;24/01/2018 14:15:19;24/02/2018 00:00:00;;1;027955;118582;68123325;1;0;0,0000;0,0000;2,1400;0,0000;0,0000;MasterCard;
16900BA0-CA97-446A-A5CD-6F0C483E2636;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;26,7000;0,0000;0,2700;26,4300;;;24/01/2018 14:13:19;25/01/2018 00:00:00;;1;027955;614019;68123325;1;1;26,4300;0,0000;0,2700;0,0000;0,0000;;
DCC2FE74-1F07-41B7-8098-BA5FED6818B9;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;21,8000;0,0000;0,3700;21,4300;;;24/01/2018 14:12:34;24/02/2018 00:00:00;;1;027955;613786;68123325;1;0;0,0000;0,0000;0,3700;0,0000;0,0000;Visa;
C57A91A9-5AE8-469C-8B9B-8ABCCDFFA8F8;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;22,0800;0,0000;0,2200;21,8600;;;24/01/2018 14:11:37;25/01/2018 00:00:00;;1;027955;613467;68123325;1;1;21,8600;0,0000;0,2200;0,0000;0,0000;;
B002C7D6-E1D5-40AD-B0DE-B0FDEF52417B;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;64,4900;0,0000;0,6400;63,8500;;;24/01/2018 14:10:41;25/01/2018 00:00:00;;1;027955;613168;68123325;1;1;63,8500;0,0000;0,6400;0,0000;0,0000;;
DB50F9E3-0A80-4CBF-8A7B-5AD99CB1C3AD;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;90,7900;0,0000;1,5400;89,2500;;;24/01/2018 14:10:28;24/02/2018 00:00:00;;1;027955;940867;68440980;1;0;0,0000;0,0000;1,5400;0,0000;0,0000;MasterCard;
B17E87D7-103D-49A7-9D9F-7FE32D01495E;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;65,4200;0,0000;1,1100;64,3100;;;24/01/2018 14:08:37;24/02/2018 00:00:00;;1;027955;940269;68440980;1;0;0,0000;0,0000;1,1100;0,0000;0,0000;MasterCard;
A2B4E077-A304-48DD-AE0B-01A089766A93;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;37,6000;0,0000;0,6400;36,9600;;;24/01/2018 14:06:59;24/02/2018 00:00:00;;1;027955;939744;68440980;1;0;0,0000;0,0000;0,6400;0,0000;0,0000;MasterCard;
7F630875-4384-4451-B41F-13C8F3C19CAF;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;23,9000;0,0000;0,4100;23,4900;;;24/01/2018 14:06:13;24/02/2018 00:00:00;;1;027955;770146;68440980;1;0;0,0000;0,0000;0,4100;0,0000;0,0000;MasterCard;
69ED0EC9-D204-4A15-957D-BAAD36E4FEC5;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;67,2300;0,0000;1,1400;66,0900;;;24/01/2018 14:05:21;24/02/2018 00:00:00;;1;027955;275817;68440980;1;0;0,0000;0,0000;1,1400;0,0000;0,0000;Visa;
801D68FA-9814-4D24-9E97-CFED0A99607A;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;41,5700;0,0000;0,4200;41,1500;;;24/01/2018 14:04:11;25/01/2018 00:00:00;;1;027955;275400;68440980;1;1;41,1500;0,0000;0,4200;0,0000;0,0000;;
3F34BD38-96C0-46FD-97CB-E551EADE9C63;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;47,4300;0,0000;0,8100;46,6200;;;24/01/2018 13:59:12;24/02/2018 00:00:00;;1;027955;273465;68440980;1;0;0,0000;0,0000;0,8100;0,0000;0,0000;Visa;
74C840A5-6205-44DD-B0F1-4EE378228DC3;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;23,7600;0,0000;0,4000;23,3600;;;24/01/2018 13:57:46;24/02/2018 00:00:00;;1;027955;272903;68440980;1;0;0,0000;0,0000;0,4000;0,0000;0,0000;Visa;
80850E13-B151-4DFE-9DEA-1F40220B1C9A;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;21,3800;0,0000;0,3600;21,0200;;;24/01/2018 13:54:49;24/02/2018 00:00:00;;1;027955;766176;68440980;1;0;0,0000;0,0000;0,3600;0,0000;0,0000;MasterCard;
E495FAE3-7FB3-46D8-9E11-E6A2FF09B183;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;18,0300;0,0000;0,3100;17,7200;;;24/01/2018 13:53:40;24/02/2018 00:00:00;;1;027955;439717;68440980;1;0;0,0000;0,0000;0,3100;0,0000;0,0000;MasterCard;
D1415665-460A-4AEC-93FD-7EE34F4F1A6C;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;26,0000;0,0000;0,2600;25,7400;;;24/01/2018 13:51:17;25/01/2018 00:00:00;;1;027955;857139;68440980;1;1;25,7400;0,0000;0,2600;0,0000;0,0000;;
34DCB54D-D70D-4BD7-822D-42EDDBB7C52B;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;45,9900;0,0000;0,4600;45,5300;;;24/01/2018 13:50:30;25/01/2018 00:00:00;;1;027955;438541;68440980;1;1;45,5300;0,0000;0,4600;0,0000;0,0000;;
C98347CD-5B58-4BD6-A10F-D0AF4CB6FFCA;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;58,9000;0,0000;1,0000;57,9000;;;24/01/2018 13:47:37;24/02/2018 00:00:00;;1;027955;268824;68440980;1;0;0,0000;0,0000;1,0000;0,0000;0,0000;Hipercard;
4E845766-A840-407A-A395-0F1D949260E0;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;83,0700;0,0000;0,8300;82,2400;;;24/01/2018 13:46:27;25/01/2018 00:00:00;;1;027955;604490;68440980;1;1;82,2400;0,0000;0,8300;0,0000;0,0000;;
C233B365-D8A6-4A8C-9562-CFA3CB4734D8;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;41,0100;0,0000;0,4100;40,6000;;;24/01/2018 13:44:45;25/01/2018 00:00:00;;1;027955;436421;68440980;1;1;40,6000;0,0000;0,4100;0,0000;0,0000;;
B49D1745-5C26-4FA4-888A-497A1071B5CE;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;27,8500;0,0000;0,2800;27,5700;;;24/01/2018 13:39:20;25/01/2018 00:00:00;;1;027955;107064;68440980;1;1;27,5700;0,0000;0,2800;0,0000;0,0000;;
A6429A56-510A-4562-B55A-907D859048E6;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;75,3700;0,0000;0,7500;74,6200;;;24/01/2018 13:38:01;25/01/2018 00:00:00;;1;027955;356918;68440980;1;1;74,6200;0,0000;0,7500;0,0000;0,0000;;
F49DA98E-44CF-4758-B36B-E57B0A3CF905;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;57,4400;0,0000;0,9800;56,4600;;;24/01/2018 13:36:41;24/02/2018 00:00:00;;1;027955;930047;68440980;1;0;0,0000;0,0000;0,9800;0,0000;0,0000;MasterCard;
04889A1C-2E1F-470A-90FE-7EE3AA7DD0BC;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;35,0200;0,0000;0,3500;34,6700;;;24/01/2018 13:35:51;25/01/2018 00:00:00;;1;027955;263975;68445089;1;1;34,6700;0,0000;0,3500;0,0000;0,0000;;
68D1F7C3-CA16-4BCB-989A-5E671F793CC4;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;24,4600;0,0000;0,4200;24,0400;;;24/01/2018 13:35:09;24/02/2018 00:00:00;;1;027955;24641;68445089;1;0;0,0000;0,0000;0,4200;0,0000;0,0000;Elo;
6E91B8B5-7C1A-43DA-9F62-9D47CD2103B0;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;23,9000;0,0000;0,2400;23,6600;;;24/01/2018 13:34:27;25/01/2018 00:00:00;;1;027955;263442;68445089;1;1;23,6600;0,0000;0,2400;0,0000;0,0000;;
B8FB978A-D278-431B-8781-3C6A707BB134;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;31,4500;0,0000;0,5300;30,9200;;;24/01/2018 13:33:21;24/02/2018 00:00:00;;1;027955;263026;68445089;1;0;0,0000;0,0000;0,5300;0,0000;0,0000;MasterCard;
0E97B355-A9D3-4E2A-90DD-DB65E053D00D;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;19,0100;0,0000;0,3200;18,6900;;;24/01/2018 13:29:18;24/02/2018 00:00:00;;1;027955;261464;68445089;1;0;0,0000;0,0000;0,3200;0,0000;0,0000;MasterCard;
AEF05F9B-2D4F-471A-BC41-31D08830B727;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;36,5600;0,0000;0,6200;35,9400;;;24/01/2018 13:28:06;24/02/2018 00:00:00;;1;027955;597548;68445089;1;0;0,0000;0,0000;0,6200;0,0000;0,0000;Visa;
03922305-1BB5-4155-951D-5AE2737F58EB;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;46,0100;0,0000;0,4600;45,5500;;;24/01/2018 13:24:55;25/01/2018 00:00:00;;1;027955;925460;68445089;1;1;45,5500;0,0000;0,4600;0,0000;0,0000;;
3D9DAE86-D721-426F-8A97-93684C3376AC;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;28,5800;0,0000;0,4900;28,0900;;;24/01/2018 13:19:50;24/02/2018 00:00:00;;1;027955;257721;68445089;1;0;0,0000;0,0000;0,4900;0,0000;0,0000;MasterCard;
ABE92DDD-FC0C-44AD-8C52-631E6270E836;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;62,6900;0,0000;1,0700;61,6200;;;24/01/2018 13:18:06;24/02/2018 00:00:00;;1;027955;593640;68445089;1;0;0,0000;0,0000;1,0700;0,0000;0,0000;Visa;
D2523384-803A-49A6-BD28-10213F7408B0;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;19,7100;0,0000;0,3400;19,3700;;;24/01/2018 13:10:04;24/02/2018 00:00:00;;1;027955;590355;68445089;1;0;0,0000;0,0000;0,3400;0,0000;0,0000;Visa;
F2346D43-4DB7-40A9-8B67-F0EBAA0B3FDB;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;64,6800;0,0000;0,6500;64,0300;;;24/01/2018 13:09:21;25/01/2018 00:00:00;;1;027955;22304;68445089;1;1;64,0300;0,0000;0,6500;0,0000;0,0000;;
21B655E4-4F28-46AB-922A-F9D97BD035C4;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;71,9800;0,0000;0,7200;71,2600;;;24/01/2018 13:07:49;25/01/2018 00:00:00;;1;027955;252682;68445089;1;1;71,2600;0,0000;0,7200;0,0000;0,0000;;
D59AF233-DC4D-4D7E-8A18-8819E085FDFB;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;20,6900;0,0000;0,3500;20,3400;;;24/01/2018 13:07:15;24/02/2018 00:00:00;;1;027955;589263;68445089;1;0;0,0000;0,0000;0,3500;0,0000;0,0000;MasterCard;
B9D2CD61-E34F-47AC-85CC-D6A40C125121;Venda pela Moderninha;;Crédito;Pagamento;Pagamento negado pela empresa de cartão de crédito;Cartão de Crédito;71,9800;0,0000;1,2200;70,7600;;;24/01/2018 13:06:23;24/01/2018 13:06:23;;1;027955;588919;68445089;0;0;0,0000;0,0000;1,2200;0,0000;0,0000;Visa;
D8037AA4-8AD3-452A-B9A4-E5D99630E82F;Venda pela Moderninha;;Crédito;Pagamento;Pagamento negado pela empresa de cartão de crédito;Cartão de Crédito;71,9800;0,0000;1,2200;70,7600;;;24/01/2018 13:05:49;24/01/2018 13:05:49;;1;027955;588679;68445089;0;0;0,0000;0,0000;1,2200;0,0000;0,0000;Visa;
AC37B4CB-4BA0-44B4-9B32-A06061F3FF16;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;56,0600;0,0000;0,9500;55,1100;;;24/01/2018 12:50:44;24/02/2018 00:00:00;;1;027955;910759;68445089;1;0;0,0000;0,0000;0,9500;0,0000;0,0000;Visa;
337224E0-866E-4D72-94E9-8582DF3EEC06;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Crédito;34,1100;0,0000;0,5800;33,5300;;;24/01/2018 12:42:42;24/02/2018 00:00:00;;1;027955;241779;68445089;1;0;0,0000;0,0000;0,5800;0,0000;0,0000;Visa;
8DCAF7B1-36F0-4935-A7CB-F5A86DD7C8FC;Venda pela Moderninha;;Crédito;Pagamento;Aprovada;Cartão de Débito;200,3700;0,0000;2,0000;198,3700;;;23/01/2018 23:09:53;24/01/2018 00:00:00;;1;027955;100891;68445089;1;1;198,3700;0,0000;2,0000;0,0000;0,0000;;
